x,y
14.564475316122133,39.00311099434658
18.740492236461332,37.79262259198175
12.763182767167223,33.22768571003099
35.293806147113386,28.41971780115483
24.816127141045037,29.94417109810473
19.336897574168738,34.09129023651218
34.46984601960319,29.21098251556344
21.38082275449081,34.69139036230188
26.585000401653673,29.23808056260667
23.362858972552647,33.948256929067576
18.54493346081133,39.074089276071234
37.02714322421295,30.1817711785349
34.46789010424322,31.41232866251871
16.23695849515722,33.011405993696
14.925447361444466,37.12768797937473
21.366889951308618,37.1378045634904
26.042709943248653,30.21034934645915
19.622144521698694,37.64661027659235
17.69067206773338,36.81809689795114
17.512776747624958,35.905086449100416
34.56102728783223,40.48680579752911
34.50820038620464,40.45889619425151
21.65118102994848,33.73085551918986
35.67245010930498,29.78448395444316
25.248333904680507,29.101050795380893
16.365095050062827,32.344477382261935
17.559249773749354,39.574140536335534
18.79695618649542,38.53278538115306
36.67163798619206,39.959005368351626
33.68860326523348,30.813600019828662
15.558355637862737,36.97913630727675
34.56556370947716,40.67351090248209
34.11761342634497,30.091575484211603
15.248686783790642,36.77091661843121
27.962587341386516,30.18644733547313
14.70648104719197,34.88718810678227
34.30171876358848,29.090813524770056
26.524587839567573,28.967264427969905
35.07891999320116,39.95329738531071
19.632385648495017,36.561190666460135
16.48978616528319,40.27759343169968
33.47180768880323,28.95412187812783
32.64457241052929,39.74726853463381
15.724075426226635,36.751979675329814
34.12347623811152,28.87166007052368
25.419355757066583,39.216435934431566
16.46349629606375,39.79822990954065
25.562135219098522,30.296759890823207
35.46162429758051,39.85956799694941
16.101007987614626,36.686974689091585
25.741369207833714,39.92632468580511
36.06815563623919,30.960654917050963
20.809254413479984,33.1310596281722
34.91788865902858,41.81716822284469
15.524460822679892,36.11782055898135
25.96521736179038,39.68828193553805
16.915421439807258,35.31389905139403
18.344455181131877,38.800520402151434
34.88991683232668,40.14265699996405
17.758235470549877,35.97469334392845
15.20879484251622,36.704845202557095
35.10122155589166,29.444257469075577
16.264011108847136,35.89650162524233
26.055771444956207,28.397064227500223
18.24149256150935,34.23996932707291
32.64840450539855,29.855664756980705
17.334784586111365,33.16456599208708
25.921354993733992,28.634013517327087
20.70350640345889,39.11197920042818
19.58991710897837,36.10630734227039
34.646833399064754,29.98031668842789
24.91505445628954,28.94310278636885
13.404795621666228,36.02293323447648
25.321347067209757,40.36532532074186
23.688091005046402,39.50612380863665
19.306419995249794,34.018517721670705
37.27849353072341,40.185444681266695
17.646275099715083,39.96721320220415
20.229457669541784,40.24772688721291
18.17662153218823,39.179883026381376
12.886575981395179,35.532568576590535
32.94953733153148,39.879195232319645
20.04221408199209,37.422797823473445
25.084025555386447,30.164901450626097
18.124075243454218,39.82259394581984
35.8013411790099,31.12495507753953
23.985201297503128,32.77439262306286
16.1616303622142,32.482965039400305
23.327386443753703,40.83314089834151
35.03797557814793,40.139205360593365
34.96817672667744,30.05732556891496
18.09177878132388,38.92021475020413
16.945430805681195,38.63257769952965
35.80870625468848,38.529616017811534
22.771859803784768,36.29291865407878
36.69066463140171,30.04018192825432
15.035063425325603,35.00578565717336
33.34451323498805,39.7584440444541
36.91952223252379,40.33358604781336
15.50577221792231,32.52704476921223
36.01762242331833,40.103534949545846
35.24321711022088,39.51444856346126
22.11606103273627,36.67879140073837
14.768840959993403,34.73183416947047
33.35333410139321,40.38868928049143
23.25096345870523,39.79297685396643
20.239024021177908,38.421744827795465
25.318766983821625,40.35842447524482
35.35968813145687,40.56029203612764
19.116752975520416,33.42228136784302
18.81192134334712,35.734221202619864
25.71433428816391,29.004884039556984
33.91760952875937,40.023967849684354
21.24909995588946,33.903948788962545
33.91901411082265,29.942068099840828
25.59846134676083,38.33054206738705
20.604097923280364,34.94430613424516
21.437028400014192,33.187482638039626
35.06041577372027,40.5275858257644
19.72589443273742,36.75679174996094
14.394838113052398,37.1278210865417
24.20458617646083,39.86894311852406
22.969276152008273,35.61907604120099
20.321692676770837,33.734158387859196
25.527449459521677,29.33683287780311
19.69117146418208,37.0072145727051
35.00542134022,28.440338262851007
33.01078328120875,39.89249541255858
18.625288139111923,36.92724457984161
21.463841403836227,35.015218622353935
27.01794157042297,39.88553400303684
12.964040158991807,36.21223426603174
24.131005532961787,30.08507793095364
19.40028932814219,37.74119911742764
26.026527332629158,31.063435815054795
33.28901544260794,29.358550243985675
14.335752416906,33.49427007146109
34.104731573747785,29.75526709609376
20.153794954259386,36.181271408810204
18.24130339393929,39.95541616549868
34.05441604054558,31.476223894026685
23.838895520971096,34.896702427716164
23.477464207013135,41.00713433527698
15.819827528039111,37.036527913801805
12.9876723792951,33.609221747410096
25.535501420295688,38.90483487353731
18.373802740217428,36.25561770499057
25.290686228682034,29.015186727016985
19.09903587997014,35.19615172073315
23.686519149370532,39.66858737650266
23.618512577744504,36.962308922535094
26.1491015661274,31.87495562984829
34.97003258285809,29.41087472227839
27.525971325393073,29.485821671603983
20.55803774761425,37.62916466874418
19.736128437624497,37.497511668876825
34.39339057502854,30.432859977096783
14.9647433912856,38.61782120628979
22.56939511610699,35.4027782281149
36.87760999709416,39.25996728047629
24.570302620266958,29.51638890840841
25.618385295121705,30.26547966672773
14.269006356438043,36.233656723045854
26.4604528020592,40.67974487825101
15.98921104725654,37.66447792967228
36.155551351203584,39.85928265871608
26.25331324828869,29.86423651529963
14.05819750757577,36.12092167940344
36.98055457668968,30.158621035811706
25.176364093824183,30.52027073393882
15.453165448212811,37.73057780794113
26.340148994234603,30.82383737533111
20.77625163382193,37.72260355643669
14.625604064071396,35.50407103868968
37.05021965434956,30.01293583586021
21.662106709390848,32.77439286532929
13.97473566355266,33.31632120663081
16.759989820850716,35.5862771722277
33.00872872227097,39.7536145001359
35.89428314400949,29.55009563353836
21.600721265126072,36.41199368581127
35.88953762073825,30.844001112200143
22.779811242159827,36.11195782714226
20.018452357135185,34.51899570195723
35.31060453531244,29.475790404188704
18.067092937869408,37.75096884767603
34.40573580970398,40.16252541164477
26.104688670497687,30.08993234944086
17.482017930350576,37.03390063376712
35.2455706014652,29.667369786441512
35.43783592719567,31.680991653693777
20.284619432762288,34.912571256659305
25.199364821053344,41.36664633059485
35.05351719941601,40.12958988971031
14.393809477931438,36.63130245998911
20.638887369188172,33.28281274891169
24.977598425451163,40.22431176641604
23.544180493025358,32.32827665960576
34.966876755120815,40.19914655731102
13.785083844157587,33.64477383519664
34.99093277135614,38.73443847194444
12.08598948719931,35.535656954669086
23.753195877333027,30.29433904349876
19.704781935954742,39.28638986301888
26.598905579390376,39.77412820371092
17.246542353721434,39.02474510745919
17.333099863746646,35.12960294443128
25.609592684380523,29.94492667062112
26.54084123723618,39.49851397700459
19.19009704253901,36.65773877058196
36.467893900624205,30.233255855232564
37.247308566393166,30.03793261343916
25.758228769952446,29.98713661853472
20.335499402920465,34.84923434432704
17.18817035446796,37.026214905752475
26.161325612150222,30.291595730413515
25.32634491543022,40.17043159873426
24.023186524683183,39.908029771981695
13.560014154679317,36.50514156146421
35.60218144125813,29.24774001975776
25.11444487198036,40.785380933060026
23.929133213774016,40.81336522295825
18.297300642741135,38.25520125267407
34.8972185895806,30.08381763393216
33.81631193834082,41.11895601031696
21.098691533743256,34.69266208987667
21.83312561198683,33.85210721162141
27.336195892455827,28.64623949807326
15.554322035484564,38.47853200334528
16.599704820926483,39.10851750697433
24.98412942752114,41.51728340183697
19.7157318339861,35.6088917835559
16.95705380014771,33.22905545346152
14.606247117854398,34.276313677508526
36.26726914881357,40.52460144982293
16.03505489931377,40.57712138374837
34.38797344416351,30.592419458015105
14.084812636664612,35.37247496438429
34.2792489290832,29.356256919152667
34.697270737082825,40.00590029555013
16.011628772544253,38.16085285554655
35.21724020709279,39.75866450771099
24.410105496348123,40.78774016637266
13.452985727261956,33.84742356933916
12.688432183531908,31.959390827387548
